num_pregunta,enunciado,opciones,respuesta_correcta
99,"Según la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, si el nombramiento de representante en el documento de instrucciones previas ha recaído en favor de la persona cónyuge o pareja de hecho de la persona otorgante:","[""Se extingue a partir, bien de la interposición de la demanda de nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento de la designación será necesario, en caso de nulidad, separación matrimonial o divorcio, que conste expresamente en la resolución judicial dictada al efecto."", ""Se extingue a partir bien de la nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento de la designación será necesario, en caso de nulidad, separación matrimonial o divorcio, que conste expresamente en la resolución judicial dictada al efecto."", ""Se extingue a partir, bien de la interposición de la demanda de nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento de la designación será necesario, en caso de nulidad, separación matrimonial o divorcio, que conste expresamente en el documento de instrucciones previas."", ""Se extingue bien a partir de la nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento de la designación será necesario, en caso de nulidad, separación matrimonial o divorcio, que conste expresamente en el documento de instrucciones previas.""]",0
100,"Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, las instrucciones sobre el tratamiento pueden referirse:","[""A una enfermedad o lesión que la persona otorgante ya padece o a las que eventualmente podría padecer en un futuro."", ""Exclusivamente a una enfermedad o lesión que la persona otorgante ya padece."", ""Exclusivamente a una enfermedad o lesión que la persona otorgante eventualmente podría padecer en un futuro"", ""Exclusivamente a una enfermedad o lesión que la persona otorgante eventualmente podría padecer en un futuro, siempre que sea de carácter grave.""]",0
101,"Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, el documento de voluntades anticipadas:","[""Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas; o ante dos testigos."", ""Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas; o ante tres testigos."", ""Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la Comunidad Autónoma del País Vasco; o ante dos testigos."", ""Se formaliza por escrito y mediante uno de los siguientes procedimientos a elección de la persona que lo otorga: ante una notaría; ante la persona funcionaria o empleada pública encargada del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la Comunidad Autónoma del País Vasco; o ante tres testigos.""]",1
102,"Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, el documento de voluntades anticipadas puede ser modificado, sustituido por otro o revocado en cualquier momento por la persona otorgante:","[""Siempre que conserve la capacidad o actúe con la asistencia de su representante legal y actúe libremente."", ""Siempre que conserve la capacidad o exista autorización judicial."", ""Siempre que actúe libremente."", ""Siempre que conserve la capacidad y actúe libremente.""]",3
103,"Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, la voluntad de la persona prevalece sobre las instrucciones contenidas en el documento de voluntades anticipadas ante cualquier intervención clínica siempre que:","[""La persona otorgante conserve su capacidad y su libertad de actuación."", ""La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse."", ""La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse de manera inequívoca."", ""La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse de manera inequívoca o a través de la persona interlocutora designada al efecto.""]",1
104,"Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, en el documento de voluntades anticipadas se tendrán por no puestas:","[""Las instrucciones que en el momento de ser aplicadas resulten contrarias al ordenamiento jurídico."", ""Las instrucciones que en el momento de ser otorgadas resulten contrarias al ordenamiento jurídico."", ""Las respuestas a) y b) son correctas."", ""Las instrucciones que en el momento de ser aplicadas no se aprueben por el comité de ética del centro.""]",0
105,"Según dispone la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales, podrán tener acceso a los datos personales de las personas fallecidas:","[""Las personas vinculadas a la persona fallecida por razones familiares o de hecho así como quienes ostenten la condición de herederas, en todo caso."", ""Solo las personas vinculadas a la persona fallecida por razones familiares siempre que lo hubiera autorizado expresamente la persona fallecida."", ""Las personas vinculadas a la persona fallecida por razones familiares o de hecho así como quienes ostenten la condición de herederas, salvo que la persona fallecida lo hubiese prohibido expresamente."", ""En caso de que la persona fallecida fuera menor de edad, el acceso podrá ejercerse también por sus representantes legales o por el Ministerio Fiscal que siempre actuará de oficio.""]",2
106,"Señale la respuesta que no es correcta. Según la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales a efectos del tratamiento de los datos, el consentimiento de la persona afectada tiene que ser una manifestación de voluntad que cumpla las siguientes características:","[""Libre."", ""Verbal."", ""Específica."", ""Informada.""]",1
107,"Con relación al tratamiento de los datos personales de una persona menor de edad, señale la respuesta correcta:","[""Únicamente podrá fundarse en su consentimiento cuando sea mayor de dieciséis años."", ""La Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales no prevé que las personas menores de edad puedan dar su consentimiento válidamente a estos efectos."", ""Únicamente podrá fundarse en su consentimiento cuando sea mayor de catorce años."", ""El tratamiento de los datos de las personas menores de dieciséis años, fundado en el consentimiento, solo será lícito si consta el consentimiento de quienes ejercen la patria potestad o tutela, con el alcance que dichas personas determinen.""]",2
108,"La Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales, en su artículo 9 considera categorías especiales de datos aquellos que permitan, respecto a la persona afectada, identificar:","[""Su ideología y afiliación sindical."", ""Su religión y orientación sexual ."", ""Sus creencias u origen racial o étnico."", ""Todas las respuestas son correctas.""]",3
109,"La Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales establece que el tratamiento de datos de naturaleza penal podrá llevarse a cabo:","[""Solo por profesionales de la abogacía y cuando tengan por objeto recoger la información facilitada por quienes les contraten para el ejercicio de sus funciones."", ""Por profesionales de la abogacía y de la procura, cuando tengan por objeto recoger la información facilitada por quienes les contraten para el ejercicio de sus funciones."", ""En los casos previstos por la propia Ley Orgánica 3/2018 y en otras normas de rango reglamentario."", ""Exclusivamente en los supuestos amparados en una norma de Derecho de la Unión y en la propia Ley Orgánica 2/2018.""]",1
110,"Respecto al derecho de rectificación que regula la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales, señale la respuesta correcta:","[""La persona afectada deberá indicar en su solicitud a qué datos se refiere y deberá acompañar, en todo caso, la documentación justificativa de la inexactitud de los datos."", ""La persona afectada deberá indicar en su solicitud a qué datos se refiere y la corrección que haya de realizarse, y cuando sea preciso, deberá acompañar la documentación justificativa de la inexactitud o carácter incompleto de los datos objeto de tratamiento."", ""La persona afectada deberá indicar en su solicitud solo la corrección que haya de realizarse y debe siempre acompañar la documentación justificativa de la inexactitud de los datos."", ""No es necesario que la persona afectada indique expresamente en su solicitud qué datos deben rectificarse.""]",1
111,"Con relación al tratamiento de datos con fines de videovigilancia, señale la respuesta correcta:","[""Solo las personas físicas podrán llevar a cabo el tratamiento de imágenes a través de sistemas de cámaras o videocámaras con la finalidad de preservar la seguridad de las personas y bienes, así como sus instalaciones."", ""Los datos serán suprimidos, en todo caso, en el plazo máximo de un mes desde su captación."", ""Los datos serán suprimidos en el plazo máximo de un mes desde su captación, salvo cuando hubieran de ser conservados para acreditar la comisión de actos que atenten contra la integridad de personas, bienes o instalaciones."", ""En el caso de que los datos hubieran de ser conservados más allá del plazo de un mes desde su captación para acreditar la comisión de actos que atenten contra la integridad de personas, bienes o instalaciones, deberán ser puestas a disposición de la autoridad competente en un plazo máximo de cuarenta y ocho horas desde que se tuviera conocimiento de la existencia de la grabación.""]",2
112,"Respecto a los sistemas de información de denuncias internas que contempla la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales, es correcta la siguiente afirmación:","[""En todo caso, transcurridos tres meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias, salvo que la finalidad de la conservación sea dejar evidencia del funcionamiento del modelo de prevención de la comisión de delitos."", ""En todo caso, transcurridos seis meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias, salvo que la finalidad de la conservación sea dejar evidencia del funcionamiento del modelo de prevención de la comisión de delitos."", ""En todo caso, y sin excepción, transcurridos seis meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias."", ""La Ley no prevé plazo temporal alguno para la supresión de los datos del sistema de denuncias.""]",3
113,"El artículo 1 del Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, añade un concepto específico al objeto de la ley que refuerza el fin último de la norma, ¿cuál es?","[""La igualdad de oportunidades."", ""El empoderamiento de las mujeres."", ""Lograr una sociedad libre de violencia machista."", ""La eliminación de roles tradicionales.""]",2
114,"Según el artículo 2 del Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, ¿a qué entidades privadas les es exigible el cumplimiento de los principios generales de esta ley durante su relación con la administración?","[""Solo a las que tengan una plantilla superior a 250 personas."", ""A todas las empresas con sede en Euskadi."", ""A las que suscriban contratos o convenios, estén participadas por poderes públicos o sean beneficiarias de ayudas."", ""Ninguna entidad privada está sujeta a los principios de la ley.""]",2
115,"Según el Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, ¿cuál de estos es un principio general de actuación de los poderes públicos vascos incorporado en la nueva redacción del artículo 3?","[""El principio de jerarquía administrativa."", ""La integración de la perspectiva interseccional."", ""El principio de celeridad procesal."", ""La centralización de recursos de acogida.""]",1
116,"Según el Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, respecto al principio de representación equilibrada, ¿en qué caso se permite excepcionalmente una presencia de mujeres superior al 60%?","[""En ningún caso."", ""Solo si no hay hombres capacitados en el sector."", ""Cuando sea acorde al objetivo de corregir la histórica situación de infrarrepresentación de las mujeres."", ""Si el órgano tiene menos de cuatro integrantes.""]",2
117,"Según el Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, ¿qué planes específicos deben someterse ahora, obligatoriamente, a una evaluación previa de impacto en función del género?","[""Solo los planes de formación interna."", ""Los planes territoriales y urbanísticos."", ""Los planes de marketing de empresas públicas."", ""Ningún plan, solo los proyectos de ley.""]",1
118,"Según el Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, ¿qué requisito nuevo deben cumplir las empresas de más de 50 personas trabajadoras para poder recibir subvenciones públicas?","[""Tener paridad total en su directiva."", ""Acreditar haber establecido medidas para prevenir y combatir el acoso sexual y las violencias sexuales."", ""Tener un departamento exclusivo de igualdad."", ""Estar inscritas en un registro internacional de igualdad.""]",1
119,"De acuerdo con lo establecido en el artículo 54 del texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, aprobado por el Decreto Legislativo 1/2023, de 16 de marzo, ¿cómo se define la ""violencia machista contra las mujeres""?","[""Solo la violencia física en el hogar."", ""Una violación de los derechos humanos y un problema de salud pública de primer orden."", ""Únicamente los delitos contra la libertad sexual."", ""Un conflicto de convivencia familiar.""]",1
120,"De acuerdo con lo establecido en el artículo 54.3 del texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, aprobado por el Decreto Legislativo 1/2023, de 16 de marzo, ¿qué formas de violencia se incorporan como casos constitutivos de violencia machista por estar específicamente recogidos en dicho apartado?","[""Solo la violencia física y psicológica."", ""La violencia obstétrica, la política de género y la violencia digital."", ""Únicamente el acoso laboral."", ""No se detallan formas, se remite al Código Penal.""]",1
121,"¿Cuántos Objetivos Generales, clasificados como finalistas e instrumentales, se definen en la estructura del Plan de Salud Euskadi 2030?","[""Cinco Objetivos Generales."", ""Seis Objetivos Generales."", ""Siete Objetivos Generales."", ""Ocho Objetivos Generales.""]",2
122,"Según el Plan de Salud Euskadi 2030, la VISIÓN que se aspira a lograr como país es:","[""Convertirnos en el sistema de salud pública más sólido y resiliente de Europa."", ""Liderar una Euskadi más saludable."", ""Reducir la morbimortalidad evitable y disminuir las desigualdades en salud antes de 2030."", ""Lograr la sostenibilidad y excelencia en los sistemas asistenciales sanitarios y sociosanitarios.""]",1
123,¿Cuál de los siguientes NO es un principio rector en los que se apoya el Plan de Salud Euskadi 2030?,"[""La necesaria coordinación y colaboración interinstitucional, entre agentes y en todos los niveles."", ""Enfoque de Salud en Todas las Políticas y 'Una Sola Salud' ('One Health')."", ""La autosuficiencia presupuestaria del Sistema Sanitario Público."", ""Contribución al Desarrollo Sostenible.""]",2
124,El Objetivo General 1 (OG1) del Plan de Salud Euskadi 2030 se enfoca en:,"[""Promover la salud de las mujeres y la salud reproductiva en la edad adulta."", ""Lograr que niñas, niños y adolescentes nazcan, crezcan y se desarrollen con todo su potencial de salud."", ""Mejorar la salud mental y reducir la morbimortalidad asociada a trastornos mentales."", ""La prevención y el control de las enfermedades no transmisibles (ENT).""]",1
125,"El Objetivo General 4 (OG4) del Plan de Salud Euskadi 2030 se define como “lograr la sostenibilidad y excelencia en los sistemas asistenciales sanitarios y sociosanitarios de Euskadi”, ¿en términos de qué tres conceptos clave?","[""Eficiencia, accesibilidad e innovación."", ""Calidad, humanización y seguridad."", ""Equidad, intersectorialidad y coordinación."", ""Investigación, formación y evaluación.""]",1
126,¿A qué hace referencia el acrónimo AVAD en el Plan de Salud Euskadi 2030?,"[""Áreas de Valoración de la Atención al Dependiente."", ""Años de Vida Activa Desaprovechados."", ""Atención Vasca a la Adicción a Drogas."", ""Años de Vida sana perdidos Ajustados por Discapacidad.""]",3
127,"¿Cuál es uno de los objetivos clave del Plan de Salud Euskadi 2030, reiterado en varias secciones, respecto a la equidad y la gestión de la enfermedad?","[""Garantizar la participación de la empresa privada en la gestión de servicios hospitalarios."", ""Aumentar la esperanza de vida en 5 años en todos los colectivos sociales."", ""Reducir la morbimortalidad evitable y disminuir las desigualdades en salud."", ""Implementar un programa de cribado universal para todos los tipos de cáncer.""]",2
128,¿Qué enfoque de investigación prioriza el Plan de Salud Euskadi 2030 para asegurar que los avances científicos lleguen de forma efectiva a la práctica clínica y la salud de la población?,"[""Enfoque de investigación básica y fundamental."", ""Enfoque de investigación traslacional."", ""Enfoque de investigación puramente epidemiológica."", ""Enfoque de investigación competitiva internacional.""]",1
129,"Según el modelo de evaluación del Plan de Salud Euskadi 2030, ¿cuáles son los cuatro criterios fundamentales para determinar el éxito de las intervenciones?","[""Impacto, cobertura, equidad y transparencia."", ""Relevancia, efectividad, eficiencia y sostenibilidad."", ""Rentabilidad, participación, innovación y prestigio."", ""Calidad, calidez, rapidez y ahorro presupuestario.""]",1
130,"En la lucha contra las desigualdades, ¿qué tipo de soluciones habitacionales promueve el Plan de Salud Euskadi 2030 para las diferentes etapas de la vida?","[""Construcción de viviendas de protección oficial exclusivamente rurales."", ""Soluciones habitacionales asequibles, accesibles y adaptadas al ciclo vital."", ""Ayudas directas al alquiler únicamente para personas menores de 30 años"", ""Fomento de grandes centros residenciales para todas las personas con enfermedades crónicas.""]",1
131,"Según la comparativa de la Memoria Económica del Plan de Salud Euskadi 2030, ¿cuál es el programa presupuestario (fuera del gasto general de Osakidetza) con mayor dotación?","[""Programa de Salud Pública."", ""Programa de Farmacia."", ""Programa de Adicciones."", ""Programa de Investigación y Planificación.""]",1
132,"El Plan de Salud Euskadi 2030 busca lograr ""comunidades amigables"" para las personas mayores. ¿Cuál es la finalidad última de esta estrategia?","[""Segregar los espacios públicos por franjas de edad."", ""Adaptar el entorno físico y social para fomentar un envejecimiento activo y con sentido."", ""Aumentar el número de plazas en residencias geriátricas de alta especialización."", ""Limitar el acceso de vehículos a las zonas cercanas a los centros de salud.""]",1
133,"En el ámbito de la salud digital, ¿qué concepto destaca el Plan de Salud Euskadi 2030 para transformar la atención personalizada?","[""La teleasistencia robótica obligatoria en todos los domicilios."", ""La medicina de precisión y la integración de datos genómicos."", ""La eliminación definitiva de la historia clínica en papel en favor del PDF."", ""La creación de una red social exclusiva para pacientes crónicos/as.""]",1
134,"¿Cómo define el Plan de Salud Euskadi 2030 el concepto de ""Intersectorialidad"" en la gestión de la salud?","[""La competencia entre diferentes sectores para obtener fondos públicos."", ""La colaboración entre departamentos del Gobierno para que la salud esté en todas las políticas."", ""La privatización de sectores sanitarios no críticos."", ""La creación de un único departamento que gestione salud, educación y vivienda.""]",1
135,¿Cuál es la visión del Plan de Salud Euskadi 2030 sobre el uso de la evidencia científica en la toma de decisiones políticas?,"[""Es un elemento opcional supeditado a la oportunidad política."", ""Es la base fundamental para el diseño, implementación y evaluación de las políticas de salud."", ""Solo se debe aplicar en casos de alertas sanitarias internacionales."", ""Se reserva exclusivamente para el ámbito académico, no para el legislativo.""]",1
136,"Según el análisis del contexto social del documento de Diagnóstico del Pacto Vasco de Salud de Euskadi, ¿qué factor se identifica como un motor clave para que la ciudadanía del siglo XXI demande un papel más activo en su salud?","[""El incremento exclusivo de la esperanza de vida al nacer."", ""El acceso generalizado a la información y un mayor nivel educativo en la CAPV."", ""La reducción drástica de las listas de espera en consultas externas."", ""La implementación de la receta electrónica en todas las farmacias.""]",1
137,El documento de Diagnóstico del Pacto Vasco de Salud de Euskadi señala que los flujos migratorios actuales en Euskadi:,"[""No tienen impacto relevante en el perfil epidemiológico de la comunidad."", ""Revelan patologías anteriormente poco conocidas en nuestro entorno, pero prevalentes en otras latitudes."", ""Se limitan exclusivamente a personas en edad laboral con excelente estado de salud inicial."", ""Han provocado la saturación irreversible de los servicios de urgencias hospitalarias.""]",1
138,¿Cuál es uno de los principales desafíos identificados en el documento de Diagnóstico del Pacto Vasco de Salud de Euskadi respecto a la formación y relevo del personal sanitario?,"[""La excesiva oferta de plazas MIR en todas las especialidades médicas."", ""La falta de interés de las nuevas generaciones por las profesiones biosanitarias."", ""La necesidad de planificar el relevo ante la jubilación de cohortes numerosas de profesionales."", ""La prohibición de la formación continua dentro del horario laboral.""]",2
139,"Sobre el impacto del cambio global y climático, el documento de Diagnóstico del Pacto Vasco de Salud de Euskadi advierte de la aparición de:","[""Patologías ligadas exclusivamente al consumo de alimentos ultraprocesados."", ""Nuevos vectores y virus anteriormente inexistentes en nuestro entorno, como el virus del Nilo."", ""Una disminución natural de las enfermedades respiratorias debido al aumento de temperaturas."", ""La erradicación total de las enfermedades infecciosas estacionales.""]",1
140,El documento de Diagnóstico del Pacto Vasco de Salud de Euskadi propone que los indicadores sanitarios para evaluar el sistema deben:,"[""Basarse exclusivamente en mediciones de actividad (número de consultas y cirugías)."", ""Ser confidenciales y accesibles únicamente para la alta dirección del Departamento de Salud."", ""Ignorar la perspectiva de género para simplificar la toma de datos estadísticos."", ""Reflejar resultados en salud y sostenibilidad, y no solo volumen de actividad.""]",3
141,"¿Cuál es la finalidad principal de los Valores Fundamentales del Pacto Vasco de Salud, según el Libro de Valores y principios?","[""Ser la base para la elaboración del futuro Plan Estratégico de Osakidetza."", ""Establecer la estructura financiera y la autonomía de gestión del sistema de salud."", ""Ser el fundamento ético y social que soporta la actividad del Sistema Público de Salud de Euskadi."", ""Garantizar la cobertura universal únicamente a la ciudadanía vasca empadronada.""]",2
142,"¿Cuál de los siguientes es un Valor Fundamental explícito del Pacto Vasco de Salud, además de la Universalidad y la Equidad?","[""La Sostenibilidad del sistema."", ""La Eficiencia en el gasto."", ""La Corresponsabilidad."", ""El Plurilingüismo como eje central de la atención.""]",2
143,El principio de Innovación en el Pacto Vasco de Salud se aplica a:,"[""Exclusivamente a la aplicación de nuevas tecnologías de imagen médica."", ""La I+D+i en todas las fases y dimensiones de la salud, incluyendo la organizativa y la asistencial."", ""La importación de modelos de éxito de otros sistemas sanitarios europeos."", ""La digitalización de la historia clínica en Osakidetza.""]",1
144,"En el marco del Pacto Vasco de Salud, dentro de los principios rectores, la ""Orientación al Valor"" significa que el sistema debe priorizar:","[""Las intervenciones que generen los mejores resultados relevantes para la persona al menor coste posible."", ""El valor de mercado de las acciones de las empresas proveedoras de tecnología."", ""El incremento constante de las infraestructuras físicas sobre la inversión en personal."", ""La compra masiva de medicamentos de marca sobre los genéricos.""]",0
145,¿En qué grandes ámbitos se estructuran las Líneas Estratégicas del Pacto Vasco de Salud?,"[""Cinco Líneas Estratégicas. prevención y promoción de la salud; atención a la enfermedad; calidad, innovación y sostenibilidad; desarrollo de las y los profesionales; y Gobernanza."", ""Seis Líneas Estratégicas: prevención y promoción de la salud; atención a la enfermedad; áreas prioritarias de salud; calidad, innovación y sostenibilidad; desarrollo de las y los profesionales; y transparencia y participación ciudadana."", ""Seis Líneas Estratégicas: prevención y promoción de la salud; atención a la enfermedad; áreas prioritarias de salud; calidad, innovación y sostenibilidad; desarrollo de las y los profesionales; y gobernanza."", ""Seis Líneas Estratégicas: prevención y promoción de la salud; atención sociosanitaria; áreas prioritarias de salud; calidad, innovación y sostenibilidad; desarrollo de las y los profesionales; y gobernanza.""]",2
146,¿Cuál es el papel de la Atención Primaria y Comunitaria dentro de las Líneas Estratégicas del Pacto Vasco de Salud?,"[""Actuar como un servicio de triaje rápido para derivar todos los casos al hospital."", ""Ser un servicio opcional para quienes no dispongan de seguro privado."", ""Limitarse a la atención administrativa y la gestión de bajas laborales."", ""Ser la base estratégica que cohesione y sustente todo el sistema de salud vasco.""]",3
147,"En relación con la Línea Estratégica 06 sobre ""Cronicidad"" del Pacto Vasco de Salud, ¿qué objetivo se persigue primordialmente?","[""Institucionalizar a todas las personas con enfermedades crónicas en centros especializados."", ""Reforzar la autonomía y corresponsabilidad de las personas con enfermedades crónicas."", ""Sustituir las consultas médicas presenciales por seguimiento telefónico automático."", ""Reducir la cobertura de medicamentos para patologías de larga duración.""]",1
148,"La Línea Estratégica 07 sobre ""Atención Sociosanitaria"" del Pacto Vasco de Salud subraya la necesidad de:","[""Separar definitivamente las competencias de Salud de las de Servicios Sociales."", ""Mejorar la coordinación y el tránsito de las personas entre el sistema sanitario y el social."", ""Eliminar las ayudas a la dependencia para fomentar el ahorro público."", ""Obligar a las personas pacientes a elegir entre atención médica o apoyo social.""]",1
149,"Respecto a la ""Salud Mental"" (Línea 11), el Pacto Vasco de Salud pone el foco en:","[""La promoción del bienestar emocional y la detección precoz, especialmente en jóvenes."", ""El aislamiento preventivo de las personas con trastornos mentales graves."", ""La medicalización sistemática de cualquier malestar emocional de la ciudadanía."", ""La reducción de la plantilla de psicología en los centros de salud primaria.""]",0
150,"La Línea Estratégica 18 sobre ""Digitalización en Salud"" del Pacto Vasco de Salud busca la transformación digital para:","[""Reemplazar al personal sanitario por sistemas de inteligencia artificial autónomos."", ""Eliminar el papel de todos los archivos históricos sin digitalizar previamente."", ""Facilitar la accesibilidad, la personalización de la atención y la eficiencia organizativa."", ""Crear una base de datos pública con el historial clínico de toda la ciudadanía.""]",2
151,¿Cuál es el Objetivo General establecido para la “Estrategia de Seguridad del Paciente 20-30”?,"[""Reducir a cero los eventos adversos mediante la incorporación de tecnología robótica."", ""Mejorar la calidad asistencial del sistema sanitario vasco."", ""Promover el máximo nivel de seguridad posible, minimizando la probabilidad de ocurrencia de incidentes de seguridad en el transcurso de la asistencia sanitaria."", ""Centralizar la gestión de riesgos en un único organismo fuera de Osakidetza.""]",2
152,"El principio hipocrático al que se hace referencia en la “Estrategia de Seguridad del Paciente 20-30”, y que la ciudadanía asume que se verifica en el transcurso de la actividad asistencial, es:","[""Salus populi suprema lex esto (la salud del pueblo es la ley suprema)."", ""Corpus sanum in mente sana (mente sana en cuerpo sano)."", ""Lex artis ad hoc (ley del arte para el caso)."", ""Primum non nocere (primero no hacer daño).""]",3
153,¿Cuáles son las dos nuevas Líneas de Acción incorporadas en la “Estrategia de Seguridad del Paciente 20-30” que responden a una necesidad percibida por las personas expertas?,"[""Seguridad en Pediatría y Buenas Prácticas en el Uso de Biológicos."", ""Atención en Cuidados Paliativos y Seguridad Domiciliaria."", ""La Seguridad de Paciente en Emergencias y la Prevención del Suicidio."", ""Seguridad en Salud Mental y Prevención de las Úlceras por Presión.""]",2
154,"De acuerdo con la “Estrategia de Seguridad del Paciente 20-30”, ¿cómo se denomina al incidente de seguridad que, a diferencia del incidente sin daño, sí ocasiona algún tipo de daño a las personas atendidas?","[""Error no evitable."", ""Circunstancia notificable."", ""Fallo latente."", ""Evento Adverso.""]",3
155,¿Cuál es el enfoque principal de la Línea de Acción Corporativa L2 de la “Estrategia de Seguridad del Paciente 20-30”?,"[""Implicación de pacientes en su seguridad."", ""Conciliación de la medicación."", ""Atención a las segundas y terceras víctimas."", ""Gestión de los incidentes de seguridad.""]",2
156,"¿Cuál de los siguientes es el Objetivo Específico número 1 de la “Estrategia de Seguridad del Paciente 20-30”, enfocado en el cambio interno?","[""Garantizar la continuidad de las líneas de acción y proyectos previamente implantados."", ""Impulsar la cultura de seguridad de paciente en las organizaciones de servicios de Osakidetza, promoviendo la formación y sensibilización como aspectos clave."", ""Optimizar la prescripción de pruebas diagnósticas que utilizan radiación ionizante."", ""Implantar un sistema de identificación inequívoca de pacientes en todas las fases del proceso asistencial.""]",1
157,La Línea de Acción Corporativa L8 de la “Estrategia de Seguridad del Paciente 20-30” está dedicada a:,"[""Conciliación de la medicación."", ""Prevención y control de las infecciones relacionadas con la asistencia sanitaria."", ""Seguridad en el proceso asistencial gestación-parto-puerperio."", ""Seguridad transfusional.""]",1
158,¿Qué documento se menciona en la “Estrategia de Seguridad del Paciente 20-30” como el que determinó que las personas atendidas por un sistema medicalizado (tipo 061/112) presentan un mayor porcentaje de incidentes de seguridad en el entorno de Emergencias?,"[""Estudio Nacional de Efectos Adversos en centros hospitalarios (ENEAS)."", ""Estudio APEAS."", ""Estudio EVADUR."", ""Informe del Instituto de Medicina de los Estados Unidos (IOM).""]",2
159,"El capítulo de Formación de la “Estrategia de Seguridad del Paciente 20-30” señala que, además de impulsar el desarrollo de prácticas seguras, las organizaciones comprometidas orientan sus esfuerzos a aumentar la formación en los llamados:","[""Factores humanos o factores no técnicos."", ""Factores biomédicos y patofisiológicos."", ""Factores económicos y de sostenibilidad."", ""Factores organizativos de Osakidetza.""]",0
160,¿Cuál de las siguientes Líneas de Acción de la “Estrategia de Seguridad del Paciente 20-30” NO está relacionada con el sistema de utilización del medicamento?,"[""L5. Conciliación de la medicación."", ""L14. Buenas prácticas asociadas a la utilización de medicación."", ""L6. Optimización en la prescripción de pruebas diagnósticas que utilizan radiación ionizante."", ""L7. Seguridad transfusional (Nota: la seguridad transfusional se considera una línea separada, aunque implica la administración de productos sanguíneos).""]",2
